user_id,lifecycle_stage,days_since_signup,age_band,region,sessions_last_7d,exercises_completed_7d,streak_current,coins_balance,feature_ai_tutor_used,feature_leaderboard_viewed,feature_progress_checked,preferred_hour,notif_open_rate_30d,motivation_score
USR_000642,inactive,31,18-24,tier2,2,0,0,26,False,False,False,13,0.074,0.26
USR_000643,trial,2,35-44,tier1,3,6,0,72,False,True,True,6,0.356,0.66
USR_000644,churned,123,35-44,tier1,0,0,0,19,False,False,False,7,0.078,0.3
USR_000645,paid,90,25-34,tier2,16,8,7,383,True,True,True,6,0.62,0.9
USR_000646,churned,108,18-24,tier2,2,0,0,14,False,False,True,14,0.094,0.39
USR_000647,paid,85,35-44,tier3,15,13,14,327,True,False,True,18,0.465,0.58
USR_000648,trial,5,18-24,tier2,3,4,4,20,False,False,True,19,0.327,0.43
USR_000649,trial,0,18-24,tier2,9,9,0,72,False,True,True,16,0.279,0.56
USR_000650,trial,2,25-34,tier2,9,2,2,28,True,False,True,17,0.308,0.77
USR_000651,inactive,73,18-24,tier1,0,0,0,32,False,False,False,20,0.076,0.11
USR_000652,paid,106,25-34,tier2,10,15,12,309,False,True,True,19,0.401,0.66
USR_000653,inactive,26,25-34,tier3,1,0,0,18,False,False,False,7,0.031,0.19
USR_000654,trial,1,18-24,tier2,4,8,3,112,False,False,True,23,0.533,0.89
USR_000655,paid,60,25-34,tier2,18,17,6,366,False,False,True,18,0.443,0.67
USR_000656,paid,39,25-34,tier3,15,11,7,271,True,True,False,10,0.528,0.55
USR_000657,paid,67,25-34,tier3,6,6,5,254,True,True,True,7,0.444,0.93
USR_000658,churned,39,25-34,tier2,1,1,0,50,False,False,False,7,0.1,0.16
USR_000659,paid,119,25-34,tier1,5,13,13,469,True,True,True,7,0.537,0.58
USR_000660,paid,114,25-34,tier2,6,17,15,416,True,True,True,16,0.517,0.93
USR_000661,paid,9,25-34,tier2,14,17,8,393,True,True,True,20,0.563,0.83
USR_000662,trial,5,25-34,tier1,3,9,2,126,True,True,False,8,0.307,0.63
USR_000663,trial,6,18-24,tier3,10,9,4,90,True,True,False,23,0.263,0.51
USR_000664,trial,1,35-44,tier2,8,6,3,42,False,False,True,18,0.192,0.57
USR_000665,paid,28,25-34,tier2,13,9,27,184,True,True,True,21,0.601,0.81
USR_000666,trial,1,18-24,tier3,8,8,7,64,False,False,True,16,0.268,0.45
USR_000667,churned,150,25-34,tier1,2,0,0,50,False,False,False,15,0.119,0.23
USR_000668,trial,4,18-24,tier3,6,10,7,130,True,False,True,9,0.443,0.74
USR_000669,churned,176,25-34,tier2,3,0,0,40,False,False,False,17,0.029,0.16
USR_000670,paid,48,25-34,tier2,13,10,5,371,True,True,True,20,0.533,0.86
USR_000671,trial,0,18-24,tier1,7,7,4,49,False,False,True,17,0.353,0.41
USR_000672,inactive,37,25-34,tier3,0,0,0,17,False,False,False,19,0.056,0.18
USR_000673,trial,1,18-24,tier1,4,9,0,72,True,True,True,22,0.416,0.47
USR_000674,paid,17,25-34,tier1,11,12,8,375,False,True,True,8,0.37,0.65
USR_000675,paid,51,35-44,tier1,17,9,16,272,True,True,False,7,0.281,0.64
USR_000676,paid,22,18-24,tier3,20,4,7,245,False,True,True,14,0.284,0.54
USR_000677,churned,132,25-34,tier2,2,0,0,10,False,False,True,19,0.088,0.35
USR_000678,churned,144,45+,tier2,1,1,0,4,False,False,False,9,0.088,0.26
USR_000679,paid,40,35-44,tier3,12,7,22,246,False,True,True,7,0.391,0.71
USR_000680,trial,2,18-24,tier2,11,3,2,33,False,False,False,22,0.301,0.41
USR_000681,trial,4,18-24,tier1,9,10,5,80,False,False,False,18,0.451,0.74
USR_000682,trial,4,35-44,tier2,6,2,1,10,False,False,True,17,0.414,0.53
USR_000683,inactive,65,18-24,tier3,0,0,0,20,True,False,False,17,0.029,0.13
USR_000684,churned,110,25-34,tier2,1,0,0,6,False,False,False,20,0.133,0.4
USR_000685,trial,1,18-24,tier1,12,9,5,45,True,False,False,21,0.313,0.51
USR_000686,inactive,19,35-44,tier2,0,0,0,29,False,False,False,7,0.017,0.13
USR_000687,trial,6,18-24,tier1,9,7,3,42,False,False,True,21,0.298,0.52
USR_000688,trial,3,18-24,tier1,9,8,1,64,False,True,True,14,0.381,0.44
USR_000689,paid,105,18-24,tier3,14,17,25,505,True,True,True,23,0.342,0.64
USR_000690,inactive,65,35-44,tier2,0,0,0,15,False,False,False,19,0.059,0.12
USR_000691,trial,7,25-34,tier2,9,5,1,25,True,True,True,16,0.368,0.86
USR_000692,paid,56,25-34,tier1,15,9,10,231,True,True,True,15,0.495,0.65
USR_000693,trial,4,18-24,tier1,5,6,2,54,False,True,True,15,0.478,0.84
USR_000694,paid,89,18-24,tier1,9,12,23,297,True,True,True,16,0.535,0.54
USR_000695,trial,7,18-24,tier1,4,2,3,28,True,True,True,20,0.423,0.57
USR_000696,paid,119,25-34,tier1,8,5,23,140,False,True,True,8,0.333,0.72
USR_000697,trial,5,25-34,tier2,12,4,3,56,True,True,False,21,0.401,0.58
USR_000698,paid,89,18-24,tier2,6,20,30,522,True,True,True,21,0.64,0.8
USR_000699,churned,57,18-24,tier3,3,1,0,21,False,False,False,15,0.1,0.37
USR_000700,paid,47,25-34,tier3,7,12,21,208,True,True,True,19,0.435,0.88
USR_000701,paid,27,25-34,tier2,13,8,18,167,True,True,True,16,0.328,0.57
USR_000702,paid,114,18-24,tier2,5,8,14,230,False,True,True,13,0.297,0.63
USR_000703,inactive,24,18-24,tier2,0,0,0,19,False,False,False,22,0.069,0.11
USR_000704,paid,120,18-24,tier2,11,13,24,501,True,True,True,11,0.443,0.59
USR_000705,trial,1,35-44,tier3,3,4,1,20,False,True,True,13,0.319,0.78
USR_000706,inactive,25,18-24,tier3,1,0,0,48,False,False,False,19,0.028,0.11
USR_000707,churned,148,18-24,tier2,2,2,0,18,True,False,False,16,0.025,0.12
USR_000708,paid,23,25-34,tier3,16,13,22,309,True,True,True,16,0.321,0.52
USR_000709,paid,111,25-34,tier3,12,13,6,462,False,True,True,9,0.392,0.5
USR_000710,trial,2,18-24,tier2,11,10,4,70,False,False,True,18,0.404,0.81
USR_000711,trial,3,25-34,tier1,6,4,4,44,False,False,True,18,0.219,0.84
USR_000712,churned,60,18-24,tier2,1,0,0,29,False,False,True,23,0.127,0.29
USR_000713,inactive,34,25-34,tier1,0,0,0,46,False,False,True,18,0.032,0.13
USR_000714,paid,25,25-34,tier3,9,14,11,335,False,True,True,16,0.496,0.68
USR_000715,churned,179,25-34,tier2,1,0,0,48,False,True,True,21,0.075,0.36
USR_000716,trial,3,35-44,tier3,3,8,4,48,False,False,True,8,0.164,0.53
USR_000717,paid,11,25-34,tier2,19,8,22,259,False,True,True,11,0.42,0.67
USR_000718,trial,3,18-24,tier3,4,2,7,12,True,True,True,21,0.311,0.45
USR_000719,trial,7,25-34,tier3,4,3,5,45,False,False,False,20,0.307,0.65
USR_000720,paid,108,18-24,tier1,13,5,17,251,True,True,False,16,0.504,0.52
USR_000721,trial,1,35-44,tier3,7,3,3,27,True,False,True,19,0.352,0.64
USR_000722,churned,81,18-24,tier2,1,1,0,4,False,False,False,22,0.043,0.26
USR_000723,churned,39,25-34,tier2,1,0,0,6,False,False,False,8,0.102,0.32
USR_000724,trial,6,25-34,tier2,7,8,6,88,False,True,False,9,0.334,0.51
USR_000725,churned,43,25-34,tier2,1,0,0,22,False,True,True,18,0.122,0.31
USR_000726,trial,3,25-34,tier1,3,1,2,8,False,False,True,20,0.471,0.74
USR_000727,churned,76,18-24,tier1,0,0,0,4,False,True,False,20,0.097,0.37
USR_000728,trial,5,25-34,tier2,11,9,3,90,False,False,False,11,0.43,0.55
USR_000729,churned,135,25-34,tier1,2,1,0,23,False,False,False,19,0.037,0.15
USR_000730,churned,90,35-44,tier1,1,1,0,5,False,True,False,12,0.098,0.11
USR_000731,trial,0,35-44,tier2,10,4,0,40,True,False,True,9,0.309,0.48
USR_000732,inactive,57,35-44,tier3,1,0,0,46,False,False,False,13,0.039,0.18
USR_000733,inactive,84,35-44,tier3,0,0,0,10,False,False,False,16,0.048,0.24
USR_000734,inactive,44,25-34,tier3,0,0,0,39,False,False,False,14,0.04,0.29
USR_000735,trial,0,18-24,tier2,4,7,2,84,True,False,True,18,0.448,0.53
USR_000736,paid,82,25-34,tier2,20,8,20,220,True,True,True,12,0.554,0.64
USR_000737,paid,14,18-24,tier2,9,15,9,385,True,True,True,15,0.609,0.73
USR_000738,trial,0,35-44,tier3,7,4,0,44,False,True,True,11,0.411,0.56
USR_000739,trial,0,25-34,tier2,6,8,2,40,False,False,False,18,0.21,0.6
USR_000740,trial,1,18-24,tier2,9,9,4,45,False,False,True,14,0.469,0.79
USR_000741,churned,50,18-24,tier3,3,2,0,33,False,False,False,19,0.031,0.27
USR_000742,churned,163,25-34,tier2,1,0,0,47,False,False,False,14,0.065,0.19
USR_000743,inactive,66,25-34,tier2,0,0,0,8,False,False,False,15,0.053,0.28
USR_000744,inactive,88,18-24,tier3,1,0,0,49,False,False,False,13,0.043,0.14
USR_000745,trial,2,18-24,tier2,4,4,4,24,False,True,True,18,0.436,0.87
USR_000746,trial,6,35-44,tier3,5,4,3,20,True,False,False,16,0.371,0.68
USR_000747,trial,6,35-44,tier3,7,7,2,91,False,False,False,16,0.444,0.7
USR_000748,trial,5,35-44,tier2,8,5,2,25,False,True,False,8,0.291,0.46
USR_000749,paid,116,35-44,tier2,17,7,12,343,False,True,True,19,0.551,0.79
USR_000750,trial,5,35-44,tier2,5,2,1,16,False,True,False,22,0.396,0.59
USR_000751,churned,160,18-24,tier1,2,0,0,13,False,False,True,22,0.022,0.39
USR_000752,trial,7,45+,tier2,6,7,1,49,False,False,True,10,0.217,0.41
USR_000753,inactive,59,25-34,tier1,1,0,0,4,False,False,False,19,0.052,0.07
USR_000754,churned,140,18-24,tier3,0,1,0,15,False,False,False,23,0.081,0.16
USR_000755,trial,3,25-34,tier3,5,3,5,24,True,True,False,22,0.473,0.77
USR_000756,trial,3,18-24,tier2,10,2,5,18,False,True,True,19,0.491,0.71
USR_000757,churned,155,35-44,tier2,2,0,0,28,True,True,False,18,0.048,0.23
USR_000758,trial,7,25-34,tier1,11,6,2,90,True,False,False,20,0.344,0.57
USR_000759,trial,6,18-24,tier2,4,9,2,72,False,False,True,23,0.239,0.56
USR_000760,trial,6,35-44,tier2,4,8,3,40,True,False,True,6,0.359,0.75
USR_000761,churned,120,18-24,tier3,2,1,0,14,False,False,True,19,0.113,0.26
USR_000762,trial,6,18-24,tier2,5,9,7,63,True,False,True,17,0.281,0.42
USR_000763,trial,3,18-24,tier2,3,9,6,117,False,False,False,22,0.182,0.59
USR_000764,churned,33,35-44,tier2,2,1,0,27,False,False,False,19,0.094,0.12
USR_000765,paid,33,18-24,tier2,7,20,21,487,True,True,True,16,0.37,0.67
USR_000766,trial,5,25-34,tier2,10,8,3,72,True,False,True,16,0.204,0.69
USR_000767,trial,1,35-44,tier3,7,3,5,24,True,True,False,15,0.433,0.63
USR_000768,trial,5,25-34,tier2,11,2,5,24,False,True,True,17,0.332,0.7
USR_000769,trial,7,25-34,tier2,8,9,7,54,True,False,True,19,0.191,0.44
USR_000770,trial,0,25-34,tier3,10,5,4,45,True,False,True,6,0.203,0.66
USR_000771,churned,112,35-44,tier2,1,0,0,16,False,False,False,17,0.068,0.13
USR_000772,paid,103,18-24,tier2,18,18,7,309,False,True,True,13,0.309,0.74
USR_000773,churned,147,18-24,tier1,1,0,0,17,False,False,False,20,0.111,0.15
USR_000774,trial,4,35-44,tier2,5,7,6,49,False,True,False,6,0.233,0.64
USR_000775,trial,6,18-24,tier3,6,8,4,64,False,False,False,18,0.205,0.54
USR_000776,inactive,32,18-24,tier3,0,0,0,19,False,False,False,18,0.039,0.07
USR_000777,paid,56,18-24,tier2,19,16,14,374,True,True,True,14,0.368,0.88
USR_000778,churned,94,25-34,tier2,2,1,0,13,True,False,False,18,0.094,0.2
USR_000779,paid,32,35-44,tier3,9,5,20,219,True,True,True,9,0.27,0.45
USR_000780,paid,90,18-24,tier2,10,12,4,466,True,True,True,21,0.604,0.81
USR_000781,paid,104,25-34,tier3,13,5,12,129,True,True,True,20,0.321,0.78
USR_000782,paid,117,25-34,tier2,13,18,8,560,True,True,True,13,0.541,0.78
USR_000783,trial,0,25-34,tier2,3,9,3,63,True,True,True,9,0.349,0.76
USR_000784,paid,47,35-44,tier3,8,8,10,193,True,True,True,6,0.307,0.68
USR_000785,trial,2,25-34,tier1,9,3,2,24,False,True,False,18,0.4,0.42
USR_000786,churned,127,25-34,tier2,2,0,0,44,False,False,False,9,0.047,0.19
USR_000787,paid,54,18-24,tier2,11,14,17,385,False,True,True,17,0.48,0.78
USR_000788,trial,3,35-44,tier3,5,8,3,48,True,False,True,7,0.254,0.69
USR_000789,paid,67,25-34,tier2,14,9,13,378,True,True,True,20,0.292,0.76
USR_000790,trial,5,25-34,tier1,5,5,1,40,False,False,False,15,0.252,0.39
USR_000791,trial,6,25-34,tier2,5,10,6,110,False,True,True,19,0.509,0.78
USR_000792,paid,46,18-24,tier1,19,18,29,345,False,True,True,16,0.567,0.59
USR_000793,churned,131,18-24,tier2,0,0,0,15,False,True,False,14,0.029,0.36
USR_000794,trial,0,25-34,tier3,7,4,3,24,False,False,False,20,0.414,0.74
USR_000795,paid,59,18-24,tier3,18,18,27,286,True,True,True,18,0.566,0.83
USR_000796,inactive,60,18-24,tier1,0,0,0,27,False,False,False,14,0.024,0.24
USR_000797,trial,2,25-34,tier1,5,4,5,48,False,False,True,18,0.376,0.4
USR_000798,churned,133,18-24,tier3,2,0,0,49,False,False,False,23,0.062,0.27
USR_000799,trial,1,25-34,tier3,8,8,3,88,False,True,True,14,0.406,0.59
USR_000800,paid,27,25-34,tier2,5,18,23,279,True,True,True,15,0.417,0.62
USR_000801,inactive,90,25-34,tier1,1,0,0,20,False,False,False,14,0.01,0.12
USR_000802,trial,0,18-24,tier1,8,5,1,60,True,True,True,22,0.279,0.67
USR_000803,churned,164,18-24,tier3,1,0,0,46,False,False,False,12,0.066,0.11
USR_000804,trial,6,35-44,tier3,5,3,4,42,False,True,False,21,0.43,0.68
USR_000805,trial,3,18-24,tier2,10,2,4,10,False,True,False,14,0.302,0.51
USR_000806,paid,42,35-44,tier2,4,6,22,156,True,True,True,16,0.321,0.75
USR_000807,churned,147,18-24,tier2,2,1,0,29,False,True,False,17,0.065,0.22
USR_000808,inactive,35,25-34,tier2,1,0,0,33,False,False,False,14,0.025,0.26
USR_000809,paid,94,18-24,tier2,13,7,21,285,True,True,True,21,0.391,0.78
USR_000810,paid,116,25-34,tier2,7,10,9,370,True,False,True,23,0.56,0.55
USR_000811,churned,111,25-34,tier2,2,1,0,25,False,False,False,17,0.044,0.31
USR_000812,paid,65,25-34,tier3,7,16,13,525,False,False,True,18,0.279,0.5
USR_000813,paid,25,25-34,tier2,14,11,5,276,True,True,True,8,0.506,0.76
USR_000814,trial,6,25-34,tier3,7,8,5,80,False,False,True,21,0.421,0.48
USR_000815,trial,7,18-24,tier1,7,7,3,49,True,False,False,21,0.406,0.52
USR_000816,trial,0,25-34,tier1,8,4,3,56,False,False,False,21,0.33,0.6
USR_000817,paid,69,25-34,tier1,16,4,23,255,True,True,True,21,0.526,0.83
USR_000818,churned,178,18-24,tier3,2,0,0,41,False,False,False,14,0.027,0.22
USR_000819,churned,92,25-34,tier3,2,0,0,33,False,False,False,6,0.031,0.2
USR_000820,trial,5,18-24,tier2,10,5,5,35,True,False,False,13,0.434,0.68
USR_000821,trial,3,18-24,tier2,3,4,2,56,True,False,False,6,0.303,0.69
USR_000822,inactive,89,45+,tier2,1,0,0,0,False,False,False,7,0.077,0.24
USR_000823,churned,82,18-24,tier1,0,0,0,47,False,False,False,23,0.125,0.34
USR_000824,churned,88,35-44,tier2,2,0,0,34,False,False,False,21,0.112,0.27
USR_000825,inactive,86,45+,tier1,0,0,0,38,False,False,False,15,0.019,0.08
USR_000826,trial,1,18-24,tier3,12,3,2,15,True,False,True,12,0.414,0.5
USR_000827,trial,1,25-34,tier1,6,5,0,60,False,True,True,15,0.462,0.66
USR_000828,churned,146,18-24,tier3,3,0,0,16,False,False,False,16,0.084,0.18
USR_000829,inactive,85,18-24,tier2,1,0,0,11,False,True,False,18,0.046,0.24
USR_000830,trial,7,25-34,tier2,6,7,6,84,True,True,True,13,0.38,0.5
USR_000831,trial,2,18-24,tier2,6,4,3,56,True,False,True,19,0.29,0.49
USR_000832,churned,97,35-44,tier2,1,1,0,25,False,False,False,14,0.059,0.14
USR_000833,churned,44,18-24,tier3,3,0,0,18,False,True,False,14,0.106,0.39
USR_000834,churned,127,18-24,tier2,1,1,0,30,False,False,True,15,0.05,0.16
USR_000835,inactive,19,25-34,tier3,1,0,0,21,False,False,False,7,0.013,0.23
USR_000836,trial,1,25-34,tier3,7,9,0,117,False,False,False,17,0.398,0.89
USR_000837,trial,4,18-24,tier2,9,9,5,90,False,False,False,21,0.429,0.47
USR_000838,inactive,37,25-34,tier3,0,0,0,41,False,False,False,21,0.017,0.1
USR_000839,paid,14,25-34,tier2,18,5,31,247,True,False,False,20,0.384,0.67
USR_000840,paid,80,25-34,tier3,6,11,6,244,True,False,True,16,0.464,0.57
USR_000841,churned,145,25-34,tier2,2,2,0,27,False,False,False,19,0.095,0.2
USR_000842,inactive,63,25-34,tier2,0,0,0,49,False,False,False,16,0.054,0.11
USR_000843,churned,177,35-44,tier3,0,1,0,4,True,False,False,18,0.071,0.14
USR_000844,trial,3,18-24,tier1,5,3,7,18,False,False,True,22,0.439,0.52
USR_000845,churned,83,25-34,tier2,1,0,0,46,False,False,True,9,0.11,0.16
USR_000846,paid,70,18-24,tier1,16,9,31,270,True,True,True,18,0.449,0.69
USR_000847,trial,1,35-44,tier2,5,9,5,99,False,True,False,6,0.36,0.58
USR_000848,inactive,55,18-24,tier3,0,0,0,13,False,False,False,9,0.046,0.05
USR_000849,inactive,67,25-34,tier2,1,0,0,50,False,False,False,14,0.075,0.18
USR_000850,trial,5,25-34,tier2,11,4,2,20,True,False,True,20,0.498,0.79
USR_000851,paid,29,35-44,tier3,6,3,24,156,False,True,True,21,0.504,0.49
USR_000852,inactive,74,35-44,tier1,0,0,0,36,False,False,False,14,0.063,0.18
USR_000853,trial,2,18-24,tier1,5,2,0,20,False,True,True,14,0.369,0.6
USR_000854,churned,162,25-34,tier2,1,1,0,24,False,False,False,21,0.019,0.14
USR_000855,paid,9,35-44,tier3,6,4,22,253,True,True,True,10,0.444,0.52
USR_000856,inactive,70,25-34,tier2,0,0,0,35,False,False,False,20,0.047,0.28
USR_000857,paid,105,18-24,tier3,14,5,14,177,False,True,True,18,0.333,0.79
USR_000858,inactive,24,18-24,tier2,2,1,0,12,False,False,False,20,0.068,0.26
USR_000859,churned,68,25-34,tier2,1,1,0,43,False,False,False,8,0.035,0.26
USR_000860,trial,2,25-34,tier2,8,10,3,110,True,False,True,15,0.307,0.5
USR_000861,inactive,52,25-34,tier1,0,0,0,9,False,False,False,7,0.036,0.12
USR_000862,paid,39,18-24,tier3,11,6,15,213,True,True,True,23,0.339,0.77
USR_000863,churned,82,25-34,tier2,1,1,0,42,False,False,True,18,0.062,0.1
USR_000864,paid,86,35-44,tier2,11,4,27,221,True,True,True,12,0.629,0.86
USR_000865,paid,118,18-24,tier3,18,16,9,560,False,True,True,17,0.526,0.55
USR_000866,paid,43,25-34,tier3,17,14,27,462,True,True,True,14,0.298,0.79
USR_000867,paid,42,18-24,tier2,7,17,25,296,False,True,True,23,0.419,0.75
USR_000868,paid,54,18-24,tier3,15,15,21,317,True,True,True,18,0.474,0.87
USR_000869,churned,36,25-34,tier3,0,0,0,22,False,False,True,16,0.111,0.2
USR_000870,churned,93,18-24,tier3,0,1,0,41,False,False,True,19,0.117,0.31
USR_000871,trial,2,25-34,tier2,11,9,2,54,False,False,True,20,0.203,0.71
USR_000872,paid,31,18-24,tier2,18,7,30,148,True,True,True,13,0.34,0.72
USR_000873,trial,4,18-24,tier2,11,7,3,63,True,True,True,22,0.312,0.75
USR_000874,trial,2,18-24,tier2,13,3,7,36,False,True,True,11,0.534,0.81
USR_000875,churned,100,18-24,tier1,0,0,0,1,False,False,False,13,0.047,0.17
USR_000876,inactive,85,25-34,tier2,1,0,0,45,False,False,False,23,0.066,0.26
USR_000877,churned,140,25-34,tier3,1,1,0,15,False,False,True,20,0.122,0.2
USR_000878,churned,159,25-34,tier1,2,1,0,14,False,False,False,23,0.114,0.33
USR_000879,paid,87,25-34,tier1,10,11,4,220,True,True,True,21,0.487,0.9
USR_000880,churned,175,18-24,tier3,0,1,0,19,False,False,True,17,0.092,0.28
USR_000881,paid,80,25-34,tier2,17,11,14,431,False,True,True,22,0.32,0.84
USR_000882,trial,6,45+,tier2,8,7,1,42,False,True,True,14,0.322,0.63
USR_000883,trial,6,18-24,tier2,11,5,3,30,True,True,True,18,0.269,0.82
USR_000884,trial,1,25-34,tier1,5,7,3,91,False,False,True,14,0.187,0.39
USR_000885,trial,5,18-24,tier2,12,11,1,154,True,True,True,22,0.477,0.71
USR_000886,paid,116,18-24,tier2,21,7,8,257,True,True,True,23,0.65,0.87
USR_000887,trial,2,25-34,tier2,11,6,4,72,False,False,False,17,0.331,0.9
USR_000888,inactive,45,25-34,tier1,0,0,0,42,False,False,False,21,0.063,0.09
USR_000889,churned,163,35-44,tier1,0,1,0,8,False,False,False,17,0.048,0.23
USR_000890,paid,62,18-24,tier3,12,10,17,254,True,True,True,18,0.55,0.72
USR_000891,paid,47,18-24,tier3,20,15,20,502,True,True,True,23,0.383,0.58
USR_000892,trial,2,35-44,tier3,6,6,0,72,False,True,True,10,0.355,0.46
USR_000893,trial,6,25-34,tier1,4,7,6,56,True,False,False,23,0.414,0.38
USR_000894,paid,26,35-44,tier1,11,10,8,334,True,True,True,9,0.621,0.78
USR_000895,churned,101,25-34,tier2,2,0,0,44,True,False,True,19,0.03,0.18
USR_000896,trial,7,25-34,tier1,3,5,1,70,False,False,False,12,0.268,0.73
USR_000897,trial,3,35-44,tier2,10,6,3,42,False,False,True,8,0.386,0.44
USR_000898,trial,6,25-34,tier1,8,5,0,50,True,False,False,9,0.234,0.66
USR_000899,trial,4,18-24,tier1,11,5,1,40,False,True,True,10,0.232,0.72
USR_000900,trial,7,25-34,tier1,3,3,3,39,True,False,True,18,0.296,0.64
USR_000901,trial,5,25-34,tier3,6,3,0,24,False,False,False,19,0.188,0.52
USR_000902,churned,35,18-24,tier2,2,2,0,39,False,False,False,21,0.095,0.29
USR_000903,trial,7,45+,tier2,10,2,3,14,True,False,True,20,0.455,0.52
USR_000904,paid,26,18-24,tier3,6,10,29,397,False,True,True,14,0.456,0.88
USR_000905,churned,123,25-34,tier2,1,1,0,50,False,False,False,22,0.098,0.26
USR_000906,paid,105,35-44,tier2,15,8,10,247,True,True,True,19,0.582,0.64
USR_000907,trial,6,18-24,tier3,12,5,7,35,True,False,True,7,0.335,0.41
USR_000908,paid,27,25-34,tier3,11,10,26,184,False,True,False,18,0.488,0.56
USR_000909,churned,43,18-24,tier1,1,0,0,20,False,False,False,10,0.083,0.21
USR_000910,paid,98,35-44,tier2,7,7,23,296,False,True,True,20,0.382,0.54
USR_000911,churned,67,35-44,tier3,2,0,0,23,False,False,False,16,0.133,0.33
USR_000912,inactive,16,25-34,tier1,1,0,0,25,False,False,True,8,0.032,0.26
USR_000913,inactive,39,18-24,tier3,2,0,0,26,False,False,False,9,0.079,0.29
USR_000914,inactive,79,25-34,tier2,0,0,0,27,False,True,False,13,0.04,0.17
USR_000915,trial,7,18-24,tier3,9,5,0,60,False,True,True,16,0.253,0.84
USR_000916,paid,97,18-24,tier2,12,10,19,335,True,True,True,17,0.417,0.95
USR_000917,trial,1,18-24,tier2,11,10,6,60,True,True,False,15,0.246,0.85
USR_000918,trial,1,35-44,tier3,2,1,5,10,False,True,False,19,0.331,0.75
USR_000919,churned,65,18-24,tier1,0,1,0,5,False,True,False,15,0.021,0.13
USR_000920,paid,112,25-34,tier1,7,16,18,230,True,True,False,7,0.315,0.55
USR_000921,trial,3,18-24,tier1,9,7,0,98,False,False,True,20,0.326,0.49
USR_000922,paid,40,25-34,tier1,16,13,16,338,False,True,True,7,0.309,0.75
USR_000923,paid,105,35-44,tier1,15,8,25,291,True,True,True,17,0.481,0.69
USR_000924,trial,7,35-44,tier2,5,4,3,48,False,True,True,17,0.296,0.64
USR_000925,trial,6,35-44,tier3,6,8,2,120,False,False,True,7,0.233,0.42
USR_000926,trial,2,25-34,tier2,4,10,1,130,False,True,True,16,0.187,0.41
USR_000927,trial,7,18-24,tier2,7,11,1,99,True,False,True,16,0.36,0.88
USR_000928,trial,3,25-34,tier2,7,2,2,18,False,False,True,8,0.187,0.48
USR_000929,trial,2,25-34,tier2,6,10,0,100,False,True,True,10,0.441,0.62
USR_000930,paid,43,35-44,tier2,12,11,11,300,True,True,True,21,0.33,0.56
USR_000931,paid,73,25-34,tier1,17,8,6,261,True,True,False,22,0.499,0.61
USR_000932,paid,99,18-24,tier3,7,17,5,437,True,True,True,18,0.313,0.61
USR_000933,paid,33,18-24,tier3,19,14,31,379,True,True,True,14,0.569,0.77
USR_000934,churned,32,25-34,tier3,0,0,0,28,False,False,False,19,0.114,0.11
USR_000935,paid,105,25-34,tier2,10,17,16,320,True,True,True,13,0.269,0.59
USR_000936,paid,100,25-34,tier2,11,4,15,224,True,True,True,18,0.378,0.65
USR_000937,trial,1,25-34,tier1,10,2,0,20,False,True,True,14,0.17,0.46
USR_000938,churned,164,25-34,tier2,1,1,0,14,True,False,True,19,0.114,0.26
USR_000939,trial,0,25-34,tier2,9,7,3,77,False,False,False,8,0.234,0.42
USR_000940,churned,104,25-34,tier1,1,1,0,44,True,False,False,17,0.018,0.25
USR_000941,trial,2,35-44,tier2,6,3,0,42,False,True,True,12,0.441,0.67
USR_000942,trial,6,18-24,tier3,4,4,0,24,False,False,True,14,0.182,0.7
USR_000943,churned,175,35-44,tier1,1,0,0,16,False,False,False,17,0.039,0.14
USR_000944,trial,2,18-24,tier1,11,3,6,39,False,False,False,13,0.314,0.59
USR_000945,paid,39,35-44,tier2,5,5,2,149,True,True,True,5,0.381,0.49
USR_000946,trial,6,18-24,tier1,10,5,2,40,True,True,True,13,0.327,0.73
USR_000947,trial,0,25-34,tier3,10,9,1,45,False,False,False,18,0.226,0.46
USR_000948,churned,69,25-34,tier3,0,0,0,42,False,False,False,6,0.105,0.11
USR_000949,trial,4,35-44,tier2,8,3,1,15,False,True,False,18,0.503,0.7
USR_000950,inactive,76,35-44,tier2,1,0,0,23,False,False,False,15,0.033,0.11
USR_000951,churned,118,25-34,tier2,1,1,0,26,False,True,False,21,0.101,0.4
USR_000952,paid,25,25-34,tier2,10,9,16,263,False,True,True,16,0.612,0.84
USR_000953,paid,110,35-44,tier1,11,15,20,392,True,True,True,22,0.473,0.74
USR_000954,trial,2,45+,tier2,8,6,4,66,False,False,True,19,0.322,0.58
USR_000955,trial,1,25-34,tier2,5,7,1,84,False,False,False,22,0.448,0.75
USR_000956,trial,3,18-24,tier3,10,4,1,60,False,True,True,16,0.24,0.72
USR_000957,trial,6,18-24,tier3,12,8,0,120,True,True,True,19,0.477,0.7
USR_000958,paid,12,18-24,tier2,14,10,11,385,False,True,True,18,0.48,0.71
USR_000959,inactive,25,25-34,tier3,0,0,0,30,False,False,False,19,0.027,0.23
USR_000960,trial,7,18-24,tier3,5,5,0,60,False,False,False,18,0.293,0.46
USR_000961,trial,0,25-34,tier3,5,2,3,30,False,False,True,17,0.276,0.49
USR_000962,trial,7,35-44,tier1,4,4,4,56,True,True,True,7,0.439,0.62
USR_000963,churned,59,18-24,tier2,0,0,0,33,False,False,False,20,0.021,0.38
